source_text,target_text,relation,source_type,target_type,file_name
"In that regard, the Commission submits that, since TV2 Reklame was a public undertaking whose entire share capital was owned by the Danish State, that company was wholly under the control and at the disposal of the Danish State, and consequently the resources of that company had to be regarded as constituting State resources, within the meaning of that provision.","TV2/Danmark A/S, established in Odense (Denmark), represented by O. Koktvedgaard, advokat,",no-relation,non-argumentative,non-argumentative,A2017_European Commission v TV2_Danmark A_S
* Language of the ease: Italian.,number of small-sized undertakings was a feature of the market structure.,no-relation,non-argumentative,premise,R2004_Italian Republic v Commission of the European Communities
did not err in law.,was itself incompatible with that policy.,no-relation,premise,non-argumentative,R2002_associacao dos refinadores de acucar portugueses
consideration they receive from pupils or their parents.,"TFEU, such as Mr Ferracci and Scuola Elementare Maria Montessori.",no-relation,non-argumentative,premise,A2018_Scuola Elementare Maria Montessori Srl v European Commission
"(Lovtidende 1988 A, p. 36130, 36230, 36330 and 36430).","the file, even though the contested decision did not rule on those amendments.",no-relation,non-argumentative,non-argumentative,"R2013_3F, formerly Specialarbejderforbundet i Danmark (SID) v European Commission"
provisions that have been artificially taken from a broader legislative framework.,first part of the first plea raised before it.,no-relation,premise,non-argumentative,A2018_Dirk Andres v European Commission
Commission was entitled to consider that the contested measure was selective.,of the conditions external to that agreement can be regarded as constituting State aid.,support,premise,premise,R2015_European Commission v MOL Magyar Olaj- és Gázipari Nyrt
"In those circumstances, it must be held that the cross-appeal is admissible in that it refers to paragraphs 207 to 218 of the judgment under appeal.","In the present case, as is apparent from paragraphs 95 to 102 of the present judgment, the plea put forward by the Telefónica companies in their reply relating to the appeal in the main proceedings brought by DTS, alleging infringement of Article 40 of the Statute of the Court of Justice of the European Union, is inadmissible because it is distinct from those of the appeal.",support,conclusion,premise,R2016_DTS Distribuidora de Televisión Digital
"It is to be noted that, contrary to the Commission's submissions, it certainly does not follow from the case-law of the Court of Justice that a measure by which a public undertaking lays down the conditions for the use of its goods or services is always, and therefore by its very nature, a selective measure for the purposes of Article 107(1) TFEU.","By adopting the scope of the 2006 schedule, and not the objective pursued by that provision, as the decisive factor, the General Court erred in law.",no-relation,premise,non-argumentative,R2016_European Commission v Hansestadt Lübeck
"As the General Court recalled in paragraph 185 of the judgment under appeal, according to settled case-law, the statement of reasons required by Article 296 TFEU must be appropriate to the act at issue and must disclose in a clear and unequivocal fashion the reasoning followed by the institution which adopted the measure in question in such a way as to enable the persons concerned to ascertain the reasons for the measure and to enable the Court of the European Union to exercise its power of review.","However, the Commission decided that no recovery would take place in respect of aid granted as part of financing operations in respect of which the competent national authorities had undertaken to grant the benefit of the measures by a legally binding act adopted before 30 April 2007, the date of publication in the Official Journal of the European Union of Commission Decision 2007/256/EC of 20 December 2006 on the aid scheme implemented by France under Article 39 CA of the General Tax Code — State aid C 46/04 (ex NN 65/04) (OJ 2007 L 112, p. 41).",no-relation,premise,non-argumentative,A2018_Commission v Spain
m3 of natural gas or  200 kt of crude oil.,does so to the exclusive benefit of certain undertakings or certain sectors of activity.,no-relation,non-argumentative,premise,R2015_European Commission v MOL Magyar Olaj- és Gázipari Nyrt
